1387192739	2013-12-16T12:18:59.155037	21.56	21.62	21.69	0.00	21.50	21.69	22.50	100578	100504	100552	0	100636	100452	100474	1.00615

1387193949	2013-12-16T12:39:09.118618	21.69	21.75	21.81	0.00	21.56	21.81	22.88	89946	89788	89716	0	89734	89540	100488	0.89925

1387194019	2013-12-16T12:40:19.891605	21.62	21.62	21.75	0.00	21.44	21.69	22.88	79442	79358	79294	0	79298	79060	100494	0.79552

1387194085	2013-12-16T12:41:25.334078	21.50	21.50	21.62	0.00	21.31	21.62	22.88	70026	69856	69772	0	69696	69512	100492	0.70056

1387194151	2013-12-16T12:42:31.461893	21.38	21.44	21.56	0.00	21.25	21.56	22.88	61524	62340	61304	0	61286	61062	100486	0.61558

1387194222	2013-12-16T12:43:42.226946	21.31	21.38	21.50	0.00	21.19	21.50	22.88	53834	53718	53664	0	53700	53442	100484	0.53894

1387194262	2013-12-16T12:44:22.276495	21.25	21.38	21.44	0.00	21.12	21.44	22.88	50344	50158	50146	0	50134	49940	100490	0.50416

1387194298	2013-12-16T12:44:58.720337	21.25	21.38	21.44	0.00	21.12	21.44	22.94	46990	46844	46762	0	46836	46596	100488	0.47003

1387194339	2013-12-16T12:45:39.199657	21.25	21.31	21.44	0.00	21.12	21.44	22.94	43798	43688	43616	0	43734	43426	100488	0.43849

1387194383	2013-12-16T12:46:23.958213	21.19	21.31	21.44	0.00	21.12	21.38	22.94	40776	40628	40554	0	40640	40342	100494	0.40818

1387194428	2013-12-16T12:47:08.039926	21.19	21.31	21.38	0.00	21.12	21.38	22.94	37984	37872	37752	0	37862	37556	100492	0.38020

1387194476	2013-12-16T12:47:56.621478	21.19	21.31	21.38	0.00	21.12	21.38	22.94	35308	35216	35162	0	35178	34946	100486	0.35352

1387194532	2013-12-16T12:48:52.033768	21.19	21.31	21.38	0.00	21.12	21.38	22.94	32852	32706	32604	0	32726	32444	100486	0.32845

1387194575	2013-12-16T12:49:35.418126	21.19	21.31	21.38	0.00	21.12	21.38	22.94	30414	30326	30236	0	30296	30020	100486	0.30445

1387194626	2013-12-16T12:50:26.126242	21.19	21.31	21.38	0.00	21.12	21.38	22.94	28294	28198	28114	0	28224	27934	100486	0.28318

1387194684	2013-12-16T12:51:24.650965	21.25	21.31	21.38	0.00	21.12	21.38	22.94	26208	26054	25994	0	26066	25796	100486	0.26210

1387194738	2013-12-16T12:52:18.371867	21.25	21.31	21.44	0.00	21.19	21.44	23.00	24338	24184	24144	0	24234	23918	100486	0.24311

1387194796	2013-12-16T12:53:16.268261	21.25	21.31	21.44	0.00	21.19	21.44	23.00	22458	22348	22306	0	22362	22068	100484	0.22481

1387194849	2013-12-16T12:54:09.291634	21.25	21.38	21.44	0.00	21.19	21.44	23.00	20838	20742	20662	0	20764	20432	100480	0.20840

1387194909	2013-12-16T12:55:09.341692	21.31	21.38	21.44	0.00	21.19	21.44	23.00	19312	19168	19122	0	19184	18884	100482	0.19255

1387194971	2013-12-16T12:56:11.207731	21.31	21.38	21.50	0.00	21.25	21.50	23.06	17888	17766	17718	0	17776	17482	100482	0.17856

1387195044	2013-12-16T12:57:24.581246	21.31	21.44	21.50	0.00	21.25	21.50	23.00	16510	16388	16340	0	16410	16112	100472	0.16469

1387195109	2013-12-16T12:58:29.068891	21.31	21.44	21.50	0.00	21.25	21.50	23.06	15304	15208	15150	0	15212	14908	100474	0.15296

1387195185	2013-12-16T12:59:45.184862	21.38	21.44	21.56	0.00	21.31	21.56	23.06	14144	14044	14008	0	14060	13740	100472	0.14113

1387195261	2013-12-16T13:01:01.759429	21.44	21.50	21.56	0.00	21.31	21.56	23.06	13120	13036	12986	0	13044	12702	100478	0.13098

1387195355	2013-12-16T13:02:35.970755	21.44	21.50	21.62	0.00	21.38	21.62	23.06	12092	11986	11946	0	11994	11664	100472	0.12043

1387195462	2013-12-16T13:04:22.110496	21.50	21.56	21.62	0.00	21.38	21.62	23.12	11030	10916	10884	0	10950	10608	100472	0.10956

1387195534	2013-12-16T13:05:34.874944	21.50	21.62	21.69	0.00	21.44	21.69	23.12	10380	10290	10236	0	10270	9962	100478	0.10335

1387195642	2013-12-16T13:07:22.566910	21.56	21.62	21.69	0.00	21.44	21.69	23.06	9650	9542	9504	0	9530	9230	100482	0.09567

1387195751	2013-12-16T13:09:11.712278	21.62	21.69	21.75	0.00	21.50	21.75	23.06	8904	8784	8762	0	8790	8470	100476	0.08831

1387195863	2013-12-16T13:11:03.437137	21.62	21.69	21.81	0.00	21.56	21.81	23.06	8250	8158	8102	0	8144	7846	100480	0.08188

1387195989	2013-12-16T13:13:09.995821	21.69	21.75	21.81	0.00	21.56	21.81	23.06	7636	7534	7480	0	7518	7232	100486	0.07566

1387196125	2013-12-16T13:15:25.358846	21.75	21.81	21.88	0.00	21.62	21.88	23.12	7092	6976	6946	0	6992	6686	100490	0.07020

1387196272	2013-12-16T13:17:52.033191	21.75	21.81	21.94	0.00	21.62	21.94	23.19	6546	6444	6402	0	6448	6140	100484	0.06474

1387196398	2013-12-16T13:19:58.221702	21.81	21.88	21.94	0.00	21.69	21.94	23.19	6156	6060	6018	0	6062	5720	100488	0.06084

